CVE_ID,CVSS,CWE,VUL_FUNs
CVE-2014-0230,7.8,CWE-399,org.apache.coyote.http11.Http11AprProtocol$Http11ConnectionHandler:createProcessor();org.apache.coyote.http11.Http11NioProtocol$Http11ConnectionHandler:createProcessor();org.apache.coyote.http11.filters.ChunkedInputFilter:end();org.apache.coyote.http11.filters.IdentityInputFilter:end();org.apache.coyote.http11.Http11Protocol$Http11ConnectionHandler:createProcessor()
CVE-2010-3718,1.2,,org.apache.catalina.core.StandardContext:postWorkDirectory();org.apache.catalina.core.StandardContext:postWorkDirectory()
CVE-2012-3428,4.3,CWE-255,"org.jboss.jca.deployers.common.AbstractDsDeployer:deployXADataSource(org.jboss.jca.common.api.metadata.ds.XaDataSource,java.lang.String,java.lang.String,org.jboss.jca.core.connectionmanager.ConnectionManager[],org.jboss.jca.core.spi.transaction.recovery.XAResourceRecovery[],org.jboss.jca.core.api.management.DataSource,java.lang.ClassLoader);org.jboss.jca.deployers.common.AbstractDsDeployer:deployDataSource(org.jboss.jca.common.api.metadata.ds.DataSource,java.lang.String,java.lang.String,org.jboss.jca.core.connectionmanager.ConnectionManager[],org.jboss.jca.core.api.management.DataSource,java.lang.ClassLoader)"
CVE-2016-0714,6.5,CWE-264,"org.apache.catalina.session.StandardManager:doLoad();org.apache.catalina.util.CustomObjectInputStream:resolveClass(java.io.ObjectStreamClass);org.apache.catalina.util.CustomObjectInputStream:<init>(java.io.InputStream,java.lang.ClassLoader)"
CVE-2017-9096,6.8,CWE-611,"com.itextpdf.text.pdf.XfaForm:fillXfaForm(org.xml.sax.InputSource,boolean);com.itextpdf.testutils.CompareTool:compareXmls(byte[],byte[]);com.itextpdf.testutils.CompareTool$CompareResult:writeReportToXml(java.io.OutputStream);com.itextpdf.text.pdf.XfaXmlLocator:setDocument(org.w3c.dom.Document);com.itextpdf.text.xml.xmp.XmpReader:<init>(byte[]);com.itextpdf.text.pdf.XfaForm:fillXfaForm(org.xml.sax.InputSource,boolean);com.itextpdf.testutils.CompareTool:compareXmls(java.lang.String,java.lang.String);com.itextpdf.text.xml.xmp.XmpReader:<init>(byte[]);com.itextpdf.text.pdf.XfaForm:<init>(com.itextpdf.text.pdf.PdfReader);com.itextpdf.text.pdf.XfaForm:<init>(com.itextpdf.text.pdf.PdfReader)"
CVE-2014-3600,7.5,CWE-611,org.apache.activemq.filter.XalanXPathEvaluator:evaluate(byte[]);org.apache.activemq.filter.JAXPXPathEvaluator:evaluate(byte[]);org.apache.activemq.filter.JAXPXPathEvaluator:evaluate(java.lang.String);org.apache.activemq.filter.XalanXPathEvaluator:<init>(java.lang.String);org.apache.activemq.filter.JAXPXPathEvaluator:<init>(java.lang.String);org.apache.activemq.filter.XalanXPathEvaluator:evaluate(java.lang.String)
CVE-2020-13959,4.3,CWE-79,"org.apache.velocity.tools.view.VelocityViewServlet:error(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Throwable)"
CVE-2019-0228,7.5,CWE-611,org.apache.pdfbox.pdmodel.interactive.form.PDXFAResource:getDocument();org.apache.pdfbox.pdmodel.fdf.FDFAnnotationStamp:getStampAppearanceDocument(byte[]);org.apache.pdfbox.pdmodel.fdf.FDFDocument:loadXFDF(java.io.InputStream);org.apache.pdfbox.pdmodel.fdf.FDFAnnotationStamp:<init>(org.w3c.dom.Element);org.apache.pdfbox.pdmodel.fdf.FDFField:<init>(org.w3c.dom.Element)
CVE-2017-15709,4.3,CWE-200,org.apache.activemq.openwire.OpenWireFormatFactory:createWireFormat()
CVE-2018-1000613,7.5,CWE-502;CWE-470,org.bouncycastle.pqc.jcajce.provider.xmss.BCXMSSMTPrivateKey:<init>(org.bouncycastle.asn1.pkcs.PrivateKeyInfo);org.bouncycastle.pqc.jcajce.provider.xmss.BCXMSSPrivateKey:<init>(org.bouncycastle.asn1.pkcs.PrivateKeyInfo);org.bouncycastle.pqc.crypto.gmss.GMSSKeyPairGenerator:genKeyPair();org.bouncycastle.pqc.crypto.xmss.XMSSMTPrivateKeyParameters:<init>(org.bouncycastle.pqc.crypto.xmss.XMSSMTPrivateKeyParameters$Builder);org.bouncycastle.pqc.crypto.rainbow.RainbowParameters:<init>(int[]);org.bouncycastle.pqc.crypto.rainbow.RainbowParameters:checkParams();org.bouncycastle.pqc.math.linearalgebra.GF2nField:invertMatrix(org.bouncycastle.pqc.math.linearalgebra.GF2Polynomial[]);org.bouncycastle.pqc.crypto.xmss.XMSSUtil:deserialize(byte[]);org.bouncycastle.pqc.crypto.xmss.XMSSMTPrivateKeyParameters:toByteArray();org.bouncycastle.pqc.crypto.xmss.XMSSPrivateKeyParameters:<init>(org.bouncycastle.pqc.crypto.xmss.XMSSPrivateKeyParameters$Builder)
CVE-2011-1772,2.6,CWE-79,"com.opensymphony.xwork2.DefaultActionProxy:<init>(com.opensymphony.xwork2.ActionInvocation,java.lang.String,java.lang.String,java.lang.String,boolean,boolean)"
CVE-2019-17566,5.0,CWE-918,org.apache.batik.apps.rasterizer.SVGConverter:computeTranscodingHints()
CVE-2019-10072,5.0,CWE-667,"org.apache.coyote.http2.Stream:reserveWindowSize(int,boolean);org.apache.coyote.http2.Http2UpgradeHandler:reserveWindowSize(org.apache.coyote.http2.Stream,int,boolean);org.apache.coyote.http2.Http2UpgradeHandler:close()"
CVE-2012-5885,5.0,CWE-264,"org.apache.catalina.authenticator.DigestAuthenticator:removeQuotes(java.lang.String,boolean);org.apache.catalina.authenticator.DigestAuthenticator:<init>();org.apache.catalina.authenticator.DigestAuthenticator:authenticate(org.apache.catalina.connector.Request,org.apache.catalina.connector.Response,org.apache.catalina.deploy.LoginConfig)"
CVE-2020-35460,5.0,CWE-22,"net.sf.mpxj.common.InputStreamHelper:processZipStream(java.io.File,java.io.InputStream)"
CVE-2020-1938,7.5,,org.apache.coyote.ajp.AjpNioProtocol:<init>();org.apache.coyote.ajp.AjpAprProtocol:<init>();org.apache.coyote.ajp.AjpProcessor:prepareRequest();org.apache.coyote.ajp.AbstractAjpProtocol:<init>(org.apache.tomcat.util.net.AbstractEndpoint);org.apache.coyote.ajp.AbstractAjpProtocol:createProcessor();org.apache.coyote.ajp.AbstractAjpProtocol:setRequiredSecret(java.lang.String);org.apache.coyote.ajp.AbstractAjpProtocol:getRequiredSecret()
CVE-2017-9796,3.5,CWE-200,"org.apache.geode.cache.query.internal.RuntimeIterator:containsProperty(java.lang.String,int,boolean);org.apache.geode.cache.query.internal.MethodDispatch:invoke(java.lang.Object,java.util.List);org.apache.geode.cache.query.internal.AttributeDescriptor:getReadMember(java.lang.Class);org.apache.geode.cache.query.internal.MethodDispatch:<init>(java.lang.Class,java.lang.String,java.util.List);org.apache.geode.cache.query.internal.PathUtils:calculateTypesAlongPath(org.apache.geode.cache.query.types.ObjectType,java.lang.String[]);org.apache.geode.cache.query.internal.AttributeDescriptor:<init>(java.lang.String);org.apache.geode.cache.query.internal.PathUtils:evaluateAttribute(java.lang.Object,java.lang.String);org.apache.geode.cache.query.internal.CompiledOperation:eval0(java.lang.Object,java.lang.Class,org.apache.geode.cache.query.internal.ExecutionContext);org.apache.geode.internal.cache.xmlcache.CacheCreation:getQueryService();org.apache.geode.cache.query.internal.CompiledSelect:getFieldTypeOfProjAttrib(org.apache.geode.cache.query.internal.ExecutionContext,org.apache.geode.cache.query.internal.CompiledValue);org.apache.geode.internal.cache.GemFireCacheImpl:getQueryService();org.apache.geode.cache.query.internal.DefaultQueryService:<init>(org.apache.geode.internal.cache.InternalCache);org.apache.geode.cache.query.internal.ExecutionContext:resolveImplicitOperationName(java.lang.String,int,boolean);org.apache.geode.cache.query.internal.AttributeDescriptor:getReadMember(org.apache.geode.cache.query.types.ObjectType);org.apache.geode.cache.query.internal.PathUtils:computeElementTypeOfExpression(org.apache.geode.cache.query.internal.ExecutionContext,org.apache.geode.cache.query.internal.CompiledValue);org.apache.geode.cache.query.internal.CompiledPath:evaluate(org.apache.geode.cache.query.internal.ExecutionContext);org.apache.geode.cache.query.internal.AttributeDescriptor:readReflection(java.lang.Object);org.apache.geode.cache.query.internal.AttributeDescriptor:getReadMethod(java.lang.Class)"
CVE-2013-6429,6.8,CWE-352;CWE-611,org.springframework.util.xml.StaxUtils:isStaxSource(javax.xml.transform.Source)
CVE-2019-17638,7.5,CWE-672,org.eclipse.jetty.server.HttpConnection$SendCallback:release();org.eclipse.jetty.server.HttpConnection:onCompleted();org.eclipse.jetty.server.HttpConnection$SendCallback:process()
CVE-2020-13692,6.8,CWE-611,"org.postgresql.jdbc.PgSQLXML$NonPrintingErrorHandler:fatalError(org.xml.sax.SAXParseException);org.postgresql.jdbc.PgSQLXML:ensureInitialized();org.postgresql.jdbc.PgSQLXML:getSource(java.lang.Class);org.postgresql.jdbc.PgSQLXML$NonPrintingErrorHandler:warning(org.xml.sax.SAXParseException);org.postgresql.jdbc.PgSQLXML$NonPrintingErrorHandler:error(org.xml.sax.SAXParseException);org.postgresql.jdbc.PgSQLXML:setResult(java.lang.Class);org.postgresql.jdbc.PgConnection:<init>(org.postgresql.util.HostSpec[],java.lang.String,java.lang.String,java.util.Properties,java.lang.String)"
CVE-2019-0232,9.3,CWE-78,org.apache.catalina.servlets.CGIServlet:init(javax.servlet.ServletConfig);org.apache.catalina.servlets.CGIServlet$CGIEnvironment:setupFromRequest(javax.servlet.http.HttpServletRequest)
CVE-2018-21234,7.5,CWE-502,"jodd.json.MapToBean:map2bean(java.util.Map,java.lang.Class)"
CVE-2021-25646,9.0,,"org.apache.druid.guice.DruidSecondaryModule:setupJackson(com.google.inject.Injector,com.fasterxml.jackson.databind.ObjectMapper)"
CVE-2020-5407,6.5,CWE-347,"org.springframework.security.saml2.provider.service.authentication.OpenSamlAuthenticationProvider:getAssertionValidator(org.springframework.security.saml2.provider.service.authentication.Saml2AuthenticationToken);org.springframework.security.saml2.provider.service.authentication.OpenSamlAuthenticationProvider:decrypt(org.springframework.security.saml2.provider.service.authentication.Saml2AuthenticationToken,org.opensaml.saml.saml2.core.EncryptedID);org.springframework.security.saml2.provider.service.authentication.OpenSamlAuthenticationProvider:validateSaml2Response(org.springframework.security.saml2.provider.service.authentication.Saml2AuthenticationToken,java.lang.String,org.opensaml.saml.saml2.core.Response);org.springframework.security.saml2.provider.service.authentication.OpenSamlAuthenticationProvider:hasValidSignature(org.opensaml.saml.common.SignableSAMLObject,org.springframework.security.saml2.provider.service.authentication.Saml2AuthenticationToken);org.springframework.security.saml2.provider.service.authentication.OpenSamlAuthenticationProvider:validateAssertion(java.lang.String,org.opensaml.saml.saml2.core.Assertion,org.springframework.security.saml2.provider.service.authentication.Saml2AuthenticationToken,boolean);org.springframework.security.saml2.provider.service.authentication.OpenSamlAuthenticationProvider:authException(java.lang.String,java.lang.String,java.lang.Exception);org.springframework.security.saml2.provider.service.authentication.OpenSamlAuthenticationProvider:getDecrypter(org.springframework.security.saml2.credentials.Saml2X509Credential);org.springframework.security.saml2.provider.service.authentication.OpenSamlAuthenticationProvider:authException(java.lang.String,java.lang.String);org.springframework.security.saml2.provider.service.authentication.OpenSamlAuthenticationProvider:getUsername(org.springframework.security.saml2.provider.service.authentication.Saml2AuthenticationToken,org.opensaml.saml.saml2.core.Assertion);org.springframework.security.saml2.provider.service.authentication.OpenSamlAuthenticationProvider:authenticate(org.springframework.security.core.Authentication);org.springframework.security.saml2.provider.service.authentication.OpenSamlAuthenticationProvider:getVerificationCredential(java.security.cert.X509Certificate);org.springframework.security.saml2.provider.service.authentication.OpenSamlAuthenticationProvider:validationError(java.lang.String,java.lang.String);org.springframework.security.saml2.provider.service.authentication.OpenSamlAuthenticationProvider:getSaml2Response(org.springframework.security.saml2.provider.service.authentication.Saml2AuthenticationToken)"
CVE-2019-10354,4.0,CWE-862,"org.kohsuke.stapler.StaticViewFacet:createRequestDispatcher(org.kohsuke.stapler.RequestImpl,org.kohsuke.stapler.lang.Klass,java.lang.Object,java.lang.String);org.kohsuke.stapler.Facet:createRequestDispatcher(org.kohsuke.stapler.RequestImpl,java.lang.Class,java.lang.Object,java.lang.String)"
CVE-2012-4431,4.3,CWE-264,"org.apache.catalina.filters.CsrfPreventionFilter:doFilter(javax.servlet.ServletRequest,javax.servlet.ServletResponse,javax.servlet.FilterChain)"
CVE-2019-16771,5.0,CWE-74,"com.linecorp.armeria.common.HttpHeadersBase:setObject(java.lang.CharSequence,java.lang.Iterable);com.linecorp.armeria.common.HttpHeaderNames:of(java.lang.CharSequence);com.linecorp.armeria.common.HttpHeadersBase:set(java.lang.CharSequence,java.lang.Iterable);com.linecorp.armeria.common.HttpHeadersBase:add0(int,int,io.netty.util.AsciiString,java.lang.String);com.linecorp.armeria.common.HttpHeadersBase:set(java.lang.CharSequence,java.lang.String);com.linecorp.armeria.common.HttpHeadersBase:add(java.lang.CharSequence,java.lang.String);com.linecorp.armeria.common.HttpHeadersBase:addObject(java.lang.CharSequence,java.lang.Iterable);com.linecorp.armeria.common.HttpHeadersBase:add(java.lang.CharSequence,java.lang.Iterable);com.linecorp.armeria.common.HttpHeaderNames:create(java.lang.String);com.linecorp.armeria.internal.ArmeriaHttpUtil:toLowercaseMap(java.util.Iterator,int);com.linecorp.armeria.common.HttpHeaderNames:of(io.netty.util.AsciiString);com.linecorp.armeria.common.HttpHeadersBase:normalizeName(java.lang.CharSequence)"
CVE-2018-1000180,5.0,CWE-327,"org.bouncycastle.crypto.generators.RSAKeyPairGenerator:isProbablePrime(java.math.BigInteger);org.bouncycastle.crypto.generators.RSAKeyPairGenerator:init(org.bouncycastle.crypto.KeyGenerationParameters);org.bouncycastle.crypto.generators.RSAKeyPairGenerator:chooseRandomPrime(int,java.math.BigInteger,java.math.BigInteger)"
CVE-2019-25027,4.3,CWE-79,"com.vaadin.flow.router.RouteNotFoundError:setErrorParameter(com.vaadin.flow.router.BeforeEnterEvent,com.vaadin.flow.router.ErrorParameter)"
CVE-2018-20227,6.4,CWE-22,"org.eclipse.rdf4j.common.io.ZipUtil:extract(java.io.File,java.io.File);org.eclipse.rdf4j.common.io.ZipUtil:isZipStream(java.io.InputStream);org.eclipse.rdf4j.common.io.ZipUtil:extract(java.util.zip.ZipFile,java.io.File);org.eclipse.rdf4j.common.io.ZipUtil:writeEntry(java.util.zip.ZipFile,java.util.zip.ZipEntry,java.io.File)"
CVE-2013-4112,5.4,CWE-200,org.jgroups.stack.DiagnosticsHandler:run()
CVE-2020-13929,5.0,,"org.apache.zeppelin.user.AuthenticationInfo:getRoles();org.apache.zeppelin.user.AuthenticationInfo:<init>(java.lang.String,java.lang.String,java.lang.String);org.apache.zeppelin.user.AuthenticationInfo:toJson();org.apache.zeppelin.user.AuthenticationInfo:fromJson(java.lang.String);org.apache.zeppelin.user.AuthenticationInfo:setRoles(java.util.List);org.apache.zeppelin.user.AuthenticationInfo:setRoles(java.lang.String)"
CVE-2020-1727,5.5,CWE-20,"org.keycloak.models.utils.RepresentationToModel:toModel(org.keycloak.models.RealmModel,org.keycloak.representations.idm.IdentityProviderRepresentation);org.keycloak.models.utils.RepresentationToModel:importIdentityProviders(org.keycloak.representations.idm.RealmRepresentation,org.keycloak.models.RealmModel);org.keycloak.models.utils.RepresentationToModel:importRealm(org.keycloak.models.KeycloakSession,org.keycloak.representations.idm.RealmRepresentation,org.keycloak.models.RealmModel,boolean)"
CVE-2013-6408,6.4,,org.apache.solr.handler.DocumentAnalysisRequestHandler:init(org.apache.solr.common.util.NamedList)
CVE-2018-7489,7.5,CWE-184;CWE-502,"com.fasterxml.jackson.databind.deser.BeanDeserializerFactory:createBeanDeserializer(com.fasterxml.jackson.databind.DeserializationContext,com.fasterxml.jackson.databind.JavaType,com.fasterxml.jackson.databind.BeanDescription)"
CVE-2017-9797,5.8,CWE-200,"org.apache.geode.cache.client.internal.GetPDXIdForTypeOp$GetPDXIdForTypeOpImpl:sendMessage(org.apache.geode.cache.client.internal.Connection);org.apache.geode.cache.client.internal.GetPDXTypeByIdOp$GetPDXTypeByIdOpImpl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.cache.client.internal.AbstractOp:needsUserId();org.apache.geode.cache.client.internal.GetPDXIdForTypeOp$GetPDXIdForTypeOpImpl:needsUserId();org.apache.geode.cache.client.internal.GetPDXIdForEnumOp$GetPDXIdForEnumOpImpl:needsUserId();org.apache.geode.cache.client.internal.GetFunctionAttributeOp$GetFunctionAttributeOpImpl:needsUserId();org.apache.geode.cache.client.internal.GetFunctionAttributeOp$GetFunctionAttributeOpImpl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.internal.cache.tier.sockets.command.AddPdxType:cmdExecute(org.apache.geode.internal.cache.tier.sockets.Message,org.apache.geode.internal.cache.tier.sockets.ServerConnection,long);org.apache.geode.internal.cache.tier.sockets.ServerConnection:doNormalMsg();org.apache.geode.cache.client.internal.GetPDXTypesOp$GetPDXTypesOpImpl:needsUserId();org.apache.geode.internal.cache.tier.sockets.command.GetPDXTypeById:cmdExecute(org.apache.geode.internal.cache.tier.sockets.Message,org.apache.geode.internal.cache.tier.sockets.ServerConnection,long);org.apache.geode.cache.client.internal.GetPDXTypesOp$GetPDXTypesOpImpl:sendMessage(org.apache.geode.cache.client.internal.Connection);org.apache.geode.cache.client.internal.RegisterInstantiatorsOp$RegisterInstantiatorsOpImpl:needsUserId();org.apache.geode.cache.client.internal.GetEventValueOp$GetEventValueOpImpl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.cache.client.internal.PutOp$PutOpImpl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.cache.client.internal.GetClientPRMetaDataOp$GetClientPRMetaDataOpImpl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.admin.internal.SystemMemberCacheEventProcessor$SystemMemberCacheMessage:toString();org.apache.geode.cache.client.internal.GetPDXIdForEnumOp$GetPDXIdForEnumOpImpl:sendMessage(org.apache.geode.cache.client.internal.Connection);org.apache.geode.cache.client.internal.GetPDXTypesOp$GetPDXTypesOpImpl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.internal.cache.tier.sockets.command.RegisterDataSerializers:cmdExecute(org.apache.geode.internal.cache.tier.sockets.Message,org.apache.geode.internal.cache.tier.sockets.ServerConnection,long);org.apache.geode.cache.client.internal.RegisterInstantiatorsOp$RegisterInstantiatorsOpImpl:sendMessage(org.apache.geode.cache.client.internal.Connection);org.apache.geode.internal.cache.tier.sockets.command.GetPDXIdForEnum:cmdExecute(org.apache.geode.internal.cache.tier.sockets.Message,org.apache.geode.internal.cache.tier.sockets.ServerConnection,long);org.apache.geode.cache.client.internal.GetClientPartitionAttributesOp$GetClientPartitionAttributesOpImpl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.cache.client.internal.RollbackOp$RollbackOpImpl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.cache.client.internal.CloseConnectionOp$CloseConnectionOpImpl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.cache.client.internal.GetPDXEnumByIdOp$GetPDXEnumByIdOpImpl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.cache.client.internal.SizeOp$SizeOpImpl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.internal.cache.tier.sockets.ServerConnection:getUniqueId();org.apache.geode.internal.cache.tier.sockets.ServerConnection:updateAndGetSecurityPart();org.apache.geode.cache.client.internal.GetPDXIdForEnumOp$GetPDXIdForEnumOpImpl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.cache.client.internal.AddPDXTypeOp$AddPDXTypeOpImpl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.cache.client.internal.RegisterInstantiatorsOp$RegisterInstantiatorsOpImpl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.cache.client.internal.GetPDXEnumsOp$GetPDXEnumsOpImpl:needsUserId();org.apache.geode.cache.client.internal.GetPDXEnumByIdOp$GetPDXEnumByIdOpImpl:sendMessage(org.apache.geode.cache.client.internal.Connection);org.apache.geode.cache.client.internal.AddPDXTypeOp$AddPDXTypeOpImpl:sendMessage(org.apache.geode.cache.client.internal.Connection);org.apache.geode.cache.client.internal.TXFailoverOp$TXFailoverOpImpl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.cache.client.internal.RegisterDataSerializersOp$RegisterDataSerializersOpImpl:sendMessage(org.apache.geode.cache.client.internal.Connection);org.apache.geode.cache.client.internal.GetPDXTypeByIdOp$GetPDXTypeByIdOpImpl:needsUserId();org.apache.geode.cache.client.internal.GetPDXIdForTypeOp$GetPDXIdForTypeOpImpl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.cache.client.internal.RegisterDataSerializersOp$RegisterDataSerializersOpImpl:needsUserId();org.apache.geode.cache.client.internal.AddPDXEnumOp$AddPdxEnumOpImpl:sendMessage(org.apache.geode.cache.client.internal.Connection);org.apache.geode.cache.client.internal.PingOp$PingOpImpl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.cache.client.internal.GetPDXEnumByIdOp$GetPDXEnumByIdOpImpl:needsUserId();org.apache.geode.cache.client.internal.AddPDXEnumOp$AddPdxEnumOpImpl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.internal.cache.tier.sockets.command.GetPDXEnumById:cmdExecute(org.apache.geode.internal.cache.tier.sockets.Message,org.apache.geode.internal.cache.tier.sockets.ServerConnection,long);org.apache.geode.cache.client.internal.TXSynchronizationOp$Impl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.cache.client.internal.CommitOp$CommitOpImpl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.cache.client.internal.MakePrimaryOp$MakePrimaryOpImpl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.internal.cache.tier.sockets.ServerConnection:setSecurityPart();org.apache.geode.cache.client.internal.AbstractOp:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.cache.client.internal.GetPDXTypeByIdOp$GetPDXTypeByIdOpImpl:sendMessage(org.apache.geode.cache.client.internal.Connection);org.apache.geode.cache.client.internal.RegisterDataSerializersOp$RegisterDataSerializersOpImpl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.internal.cache.tier.sockets.command.AddPdxEnum:cmdExecute(org.apache.geode.internal.cache.tier.sockets.Message,org.apache.geode.internal.cache.tier.sockets.ServerConnection,long);org.apache.geode.cache.client.internal.GetFunctionAttributeOp$GetFunctionAttributeOpImpl:sendMessage(org.apache.geode.cache.client.internal.Connection);org.apache.geode.cache.client.internal.AddPDXTypeOp$AddPDXTypeOpImpl:needsUserId();org.apache.geode.cache.client.internal.AddPDXEnumOp$AddPdxEnumOpImpl:needsUserId();org.apache.geode.cache.client.internal.GetPDXEnumsOp$GetPDXEnumsOpImpl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.internal.cache.tier.sockets.command.GetPdxEnums70:cmdExecute(org.apache.geode.internal.cache.tier.sockets.Message,org.apache.geode.internal.cache.tier.sockets.ServerConnection,long);org.apache.geode.internal.cache.tier.sockets.command.GetFunctionAttribute:cmdExecute(org.apache.geode.internal.cache.tier.sockets.Message,org.apache.geode.internal.cache.tier.sockets.ServerConnection,long);org.apache.geode.internal.cache.tier.sockets.command.GetPDXIdForType:cmdExecute(org.apache.geode.internal.cache.tier.sockets.Message,org.apache.geode.internal.cache.tier.sockets.ServerConnection,long);org.apache.geode.cache.client.internal.PrimaryAckOp$PrimaryAckOpImpl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.cache.client.internal.ReadyForEventsOp$ReadyForEventsOpImpl:processSecureBytes(org.apache.geode.cache.client.internal.Connection,org.apache.geode.internal.cache.tier.sockets.Message);org.apache.geode.internal.cache.tier.sockets.command.GetPdxTypes70:cmdExecute(org.apache.geode.internal.cache.tier.sockets.Message,org.apache.geode.internal.cache.tier.sockets.ServerConnection,long);org.apache.geode.internal.cache.tier.sockets.ServerConnection:isInternalMessage();org.apache.geode.cache.client.internal.AbstractOp:attemptReadResponse(org.apache.geode.cache.client.internal.Connection);org.apache.geode.cache.client.internal.GetPDXEnumsOp$GetPDXEnumsOpImpl:sendMessage(org.apache.geode.cache.client.internal.Connection);org.apache.geode.internal.cache.tier.sockets.command.RegisterInstantiators:cmdExecute(org.apache.geode.internal.cache.tier.sockets.Message,org.apache.geode.internal.cache.tier.sockets.ServerConnection,long)"
CVE-2016-7051,5.0,CWE-611;CWE-918,"com.fasterxml.jackson.dataformat.xml.XmlFactory:<init>(com.fasterxml.jackson.core.ObjectCodec,int,int,javax.xml.stream.XMLInputFactory,javax.xml.stream.XMLOutputFactory,java.lang.String)"
